SETTLEMENT_DATE,SETTLEMENT_PERIOD,ND,I014_ND,TSD,I014_TSD,ENGLAND_WALES_DEMAND,EMBEDDED_WIND_GENERATION,EMBEDDED_WIND_CAPACITY,EMBEDDED_SOLAR_GENERATION,EMBEDDED_SOLAR_CAPACITY,NON_BM_STOR,PUMP_STORAGE_PUMPING,I014_PUMP_STORAGE_PUMPING,FRENCH_FLOW,BRITNED_FLOW,MOYLE_FLOW,EAST_WEST_FLOW,I014_FRENCH_FLOW,I014_BRITNED_FLOW,I014_MOYLE_FLOW,I014_EAST_WEST_FLOW,I014_TSD.1
01-Jan-2008,1,36164,36049,36847,36871,32466,59,1163,0,0,0,8,137,1334,0,-75,0,1321,0,-75,0,36871
01-Jan-2008,2,36368,36292,37052,37103,32689,50,1163,0,0,0,9,137,1346,0,-75,0,1330,0,-75,0,37103
01-Jan-2008,3,36138,36045,36822,36858,32452,50,1163,0,0,0,9,132,1346,0,-75,0,1330,0,-75,0,36858
01-Jan-2008,4,35017,34905,35700,35869,31339,29,1163,0,0,0,8,289,1346,0,-75,0,1330,0,-75,0,35869
01-Jan-2008,5,33927,33814,34610,34779,30297,29,1163,0,0,0,8,290,1346,0,-75,0,1330,0,-75,0,34779
01-Jan-2008,6,33276,33193,33974,34173,29617,20,1163,0,0,0,23,303,1347,0,-75,0,1331,0,-75,0,34173
01-Jan-2008,7,31956,31801,33453,33598,28277,20,1163,0,0,0,822,1121,1345,0,-75,0,1330,0,-75,0,33598
01-Jan-2008,8,30537,30433,32169,32543,27054,29,1163,0,0,0,957,1435,1345,0,-75,0,1331,0,-75,0,32543
01-Jan-2008,9,29346,29274,30972,31526,26052,29,1163,0,0,0,951,1577,1345,0,-75,0,1331,0,-75,0,31526
01-Jan-2008,10,28714,28580,30345,30836,25559,33,1163,0,0,0,956,1581,1346,0,-75,0,1330,0,-75,0,30836
01-Jan-2008,11,28221,28088,29938,30428,25187,33,1163,0,0,0,1042,1665,1345,0,-75,0,1331,0,-75,0,30428
01-Jan-2008,12,27961,27865,29683,30212,24946,23,1163,0,0,0,1047,1672,1346,0,-75,0,1330,0,-75,0,30212
01-Jan-2008,13,28123,28032,29873,30408,25111,23,1163,0,0,0,1075,1702,1345,0,-75,0,1331,0,-75,0,30408
01-Jan-2008,14,28050,27941,29761,30208,25069,44,1163,0,0,0,1036,1593,1345,0,-75,0,1330,0,-75,0,30208
01-Jan-2008,15,27760,27719,28663,28788,24847,44,1163,0,0,0,167,333,1242,0,-136,0,1227,0,-136,0,28788
