SETTLEMENT_DATE,SETTLEMENT_PERIOD,ND,I014_ND,TSD,I014_TSD,ENGLAND_WALES_DEMAND,EMBEDDED_WIND_GENERATION,EMBEDDED_WIND_CAPACITY,EMBEDDED_SOLAR_GENERATION,EMBEDDED_SOLAR_CAPACITY,NON_BM_STOR,PUMP_STORAGE_PUMPING,I014_PUMP_STORAGE_PUMPING,FRENCH_FLOW,BRITNED_FLOW,MOYLE_FLOW,EAST_WEST_FLOW,I014_FRENCH_FLOW,I014_BRITNED_FLOW,I014_MOYLE_FLOW,I014_EAST_WEST_FLOW,I014_TSD.1
01-JAN-2013,1,30565,30543,32789,32770,27585,963,2085,0,2036,0,1123,1127,1490,993,-251,-250,1476,993,-251,-250,32770
01-JAN-2013,2,31155,31110,33372,33333,28180,922,2085,0,2036,0,1116,1123,1490,993,-251,-250,1476,993,-251,-250,33333
01-JAN-2013,3,30806,30784,33017,33002,27857,922,2085,0,2036,0,1109,1118,1490,993,-251,-251,1476,993,-251,-251,33002
01-JAN-2013,4,29706,29669,31917,31888,26838,981,2085,0,2036,0,1110,1119,1490,993,-251,-250,1470,993,-251,-250,31888
01-JAN-2013,5,28528,28497,30731,30714,25766,981,2085,0,2036,0,1102,1113,1491,993,-251,-250,1476,993,-251,-250,30714
01-JAN-2013,6,27916,27869,30028,30071,25182,1096,2085,0,2036,0,1011,1024,1490,993,-251,-250,1476,993,-251,-250,30071
01-JAN-2013,7,26838,26771,28766,28713,24109,1096,2085,0,2036,0,827,836,1491,512,-251,-250,1476,512,-251,-250,28713
01-JAN-2013,8,25724,25664,27657,27604,23042,1083,2085,0,2036,0,832,840,1491,513,-251,-250,1476,513,-251,-250,27604
01-JAN-2013,9,24862,24783,26854,26790,22317,1083,2085,0,2036,0,897,912,1490,191,-245,-250,1476,191,-245,-250,26790
01-JAN-2013,10,24389,24329,26400,26352,21962,1059,2085,0,2036,0,964,978,1490,191,-204,-243,1476,191,-204,-243,26352
01-JAN-2013,11,24099,24063,26027,26130,21766,1059,2085,0,2036,0,965,1105,1489,372,-161,-202,1475,372,-161,-202,26130
01-JAN-2013,12,24034,24006,25928,26108,21713,1161,2085,7,2036,0,961,1205,1489,372,-151,-182,1475,372,-151,-182,26108
01-JAN-2013,13,24500,24472,26281,26606,22154,1161,2085,8,2036,0,956,1309,1489,295,-99,-126,1475,295,-99,-126,26606
01-JAN-2013,14,24651,24614,26425,26570,22353,1208,2085,8,2036,0,949,1304,1489,295,-99,-126,1475,295,-99,-126,26570
01-JAN-2013,15,24882,24863,26314,26051,22575,1208,2085,9,2036,0,607,953,996,271,-99,-126,986,271,-99,-126,26051
01-JAN-2013,16,24690,24679,25527,25728,22472,1158,2085,9,2036,0,12,497,994,272,-99,-126,985,272,-99,-126,25728
01-JAN-2013,17,24985,24971,25959,25951,22764,1158,2085,9,2036,0,11,498,994,624,-166,-197,986,624,-166,-197,25951
01-JAN-2013,18,25813,25816,26872,26886,23625,1227,2085,10,2036,0,13,248,994,623,-200,-246,985,623,-200,-246,26886
01-JAN-2013,19,27180,27225,28240,28291,24892,1227,2085,59,2036,0,12,18,1488,827,-202,-246,1475,827,-202,-246,28291
01-JAN-2013,20,28490,28505,29573,29593,26069,1301,2085,109,2036,0,12,18,1490,827,-225,-246,1475,827,-225,-246,29593
01-JAN-2013,21,29882,29874,30974,30972,27316,1301,2085,168,2036,0,8,14,1490,582,-234,-250,1475,582,-234,-250,30972
01-JAN-2013,22,30977,30987,32070,32085,28270,1319,2085,227,2036,0,8,14,1490,583,-235,-250,1475,583,-235,-250,32085
01-JAN-2013,23,32012,32028,33120,33138,29145,1319,2085,267,2036,0,8,10,1490,810,-250,-250,1475,810,-250,-250,33138
01-JAN-2013,24,32762,32754,33871,33868,29761,1481,2085,306,2036,0,8,14,1490,810,-251,-250,1475,810,-251,-250,33868
01-JAN-2013,25,33480,33483,34590,34595,30378,1481,2085,317,2036,0,8,14,1490,993,-251,-251,1475,993,-251,-251,34595
01-JAN-2013,26,33839,33823,34948,34937,30642,1498,2085,329,2036,0,8,14,1490,993,-251,-250,1475,993,-251,-250,34937
01-JAN-2013,27,33819,33821,34928,34934,30620,1498,2085,293,2036,0,8,13,1490,895,-251,-250,1475,895,-251,-250,34934
01-JAN-2013,28,33879,33885,34988,34997,30665,1472,2085,257,2036,0,8,11,1490,894,-251,-250,1475,894,-251,-250,34997
01-JAN-2013,29,34144,34111,35253,35224,30934,1472,2085,212,2036,0,8,11,1491,845,-251,-250,1476,845,-251,-250,35224
01-JAN-2013,30,34186,34165,35295,35279,30992,1381,2085,167,2036,0,8,14,1491,845,-251,-250,1476,845,-251,-250,35279
01-JAN-2013,31,34631,34631,35740,35748,31392,1381,2085,108,2036,0,8,17,1491,847,-251,-250,1475,847,-251,-250,35748
01-JAN-2013,32,35615,35605,36723,36723,32355,1302,2085,49,2036,0,7,14,1490,847,-251,-250,1475,847,-251,-250,36723
01-JAN-2013,33,38041,38063,39149,39182,34530,1302,2085,25,2036,23,7,10,1490,886,-251,-250,1475,886,-251,-250,39182
01-JAN-2013,34,40443,40495,41558,41613,36803,1297,2085,2,2036,171,13,9,1490,887,-251,-251,1475,887,-251,-251,41613
01-JAN-2013,35,41361,41411,42476,42528,37718,1297,2085,1,2036,148,13,16,1491,993,-251,-251,1475,993,-251,-251,42528
01-JAN-2013,36,41369,41434,42486,42549,37811,1263,2085,1,2036,148,15,14,1490,993,-251,-251,1475,993,-251,-251,42549
01-JAN-2013,37,40745,40803,41859,41919,37290,1263,2085,1,2036,121,13,15,1491,993,-251,-250,1475,993,-251,-250,41919
01-JAN-2013,38,39895,39882,41004,40998,36464,1198,2085,1,2036,0,8,15,1490,993,-251,-250,1475,993,-251,-250,40998
01-JAN-2013,39,39194,39152,40302,40266,35818,1198,2085,1,2036,0,7,10,1490,993,-251,-250,1475,993,-251,-250,40266
01-JAN-2013,40,38179,38094,39288,39210,34847,1035,2085,1,2036,0,8,14,1490,993,-251,-250,1475,993,-251,-250,39210
01-JAN-2013,41,37345,37317,38454,38431,34011,1035,2085,0,2036,0,8,13,1490,993,-251,-250,1475,993,-251,-250,38431
01-JAN-2013,42,35978,35941,37089,37057,32803,1025,2085,0,2036,0,9,11,1490,993,-251,-251,1475,993,-251,-251,37057
01-JAN-2013,43,35255,35212,36362,36317,32097,1025,2085,0,2036,0,6,1,1489,993,-251,-250,1475,993,-251,-250,36317
01-JAN-2013,44,33709,33669,34818,34787,30680,901,2085,0,2036,0,8,14,1490,993,-251,-250,1475,993,-251,-250,34787
01-JAN-2013,45,32468,32423,33578,33547,29481,901,2085,0,2036,0,9,21,1491,649,-251,-250,1476,649,-251,-250,33547
01-JAN-2013,46,31302,31243,32417,32514,28213,812,2085,0,2036,0,14,169,1491,649,-251,-250,1476,649,-251,-250,32514
01-JAN-2013,47,29412,29377,31300,31418,26380,812,2085,0,2036,0,787,939,1491,993,-251,-250,1475,993,-251,-250,31418
01-JAN-2013,48,28459,28403,30595,30696,25518,812,2085,0,2036,0,1035,1193,1491,993,-251,-250,1476,993,-251,-250,30696
02-JAN-2013,1,28583,28546,30689,30805,25699,812,2085,0,2039,0,1007,1161,1491,993,-251,-248,1476,993,-251,-248,30805
02-JAN-2013,2,28929,28892,30932,31150,26057,620,2085,0,2039,0,904,1058,1491,993,-251,-248,1476,993,-251,-248,31150
02-JAN-2013,3,28666,28637,30806,30930,25830,620,2085,0,2039,0,1041,1195,1491,993,-251,-248,1476,993,-251,-248,30930
02-JAN-2013,4,27956,27933,30091,30238,25195,509,2085,0,2039,0,1036,1189,1491,993,-251,-248,1476,993,-251,-248,30238
02-JAN-2013,5,27476,27438,29753,29872,24783,509,2085,0,2039,0,1178,1337,1491,993,-251,-248,1476,993,-251,-248,29872
02-JAN-2013,6,27397,27376,29665,29802,24715,390,2085,0,2039,0,1169,1328,1491,993,-251,-248,1476,993,-251,-248,29802
02-JAN-2013,7,26818,26787,29065,29194,24089,390,2085,0,2039,0,1148,1309,1491,800,-251,-248,1476,800,-251,-248,29194
02-JAN-2013,8,26229,26197,28435,28561,23495,366,2085,0,2039,0,1107,1266,1490,800,-251,-248,1476,800,-251,-248,28561
02-JAN-2013,9,25722,25702,27977,28117,23108,366,2085,0,2039,0,1156,1317,1490,472,-251,-248,1476,472,-251,-248,28117
02-JAN-2013,10,25668,25660,27938,28086,23112,334,2085,0,2039,0,1211,1369,1491,472,-224,-235,1476,472,-224,-235,28086
02-JAN-2013,11,26156,26141,28153,28296,23657,334,2085,0,2039,0,1053,1212,1490,313,-161,-183,1476,313,-161,-183,28296
02-JAN-2013,12,27091,27060,29024,29150,24602,381,2085,0,2039,0,1010,1169,1490,313,-149,-174,1475,313,-149,-174,29150
02-JAN-2013,13,29571,29573,30719,30728,27060,381,2085,0,2039,0,322,329,1490,328,-99,-127,1476,328,-99,-127,30728
02-JAN-2013,14,31812,31790,32676,32662,29285,511,2085,0,2039,0,38,48,1490,328,-99,-127,1476,328,-99,-127,32662
02-JAN-2013,15,34334,34369,35860,35945,31728,511,2085,0,2039,0,9,16,1489,-692,-99,-126,1475,-692,-99,-126,35945
02-JAN-2013,16,36025,36018,37584,37604,33495,571,2085,0,2039,0,8,15,1489,-713,-108,-130,1475,-713,-108,-130,37604
02-JAN-2013,17,37730,37690,38983,38961,35146,571,2085,3,2039,0,8,12,1491,-255,-189,-201,1476,-255,-189,-201,38961
02-JAN-2013,18,39278,39288,40593,40617,36643,680,2085,6,2039,0,8,12,1491,-256,-204,-247,1476,-256,-204,-247,40617
02-JAN-2013,19,40835,40826,41927,41925,38091,680,2085,20,2039,0,8,12,1490,465,-234,-250,1475,465,-234,-250,41925
02-JAN-2013,20,41792,41791,42900,42906,38911,751,2085,35,2039,0,8,16,1490,464,-250,-250,1475,464,-250,-250,42906
02-JAN-2013,21,42635,42654,43745,43768,39556,751,2085,51,2039,0,9,16,1491,645,-251,-250,1476,645,-251,-250,43768
02-JAN-2013,22,43251,43233,44360,44348,40043,845,2085,67,2039,0,8,14,1491,645,-251,-250,1476,645,-251,-250,44348
02-JAN-2013,23,43819,43907,44928,45020,40153,845,2085,75,2039,0,8,14,1133,947,-251,-250,1476,947,-251,-250,45020
02-JAN-2013,24,44308,44320,45417,45434,40817,791,2085,83,2039,0,8,14,1500,947,-251,-250,1476,947,-251,-250,45434
02-JAN-2013,25,44626,44658,45735,45772,41087,791,2085,84,2039,0,8,14,1500,968,-251,-250,1476,968,-251,-250,45772
